stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.00000] opening C:\Users\Usuario\Source\Repos\Vanessa-webusr\JogoEmpilha\Release\allegro5.cfg r
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   2.05697] opening vaso_v2.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.05768] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.05788] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.05804] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.05820] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.05835] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.05850] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.05864] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.05888] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.05902] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   2.05915] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   2.05928] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   2.05942] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   2.05955] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   2.06036] added dtor for bitmap 02E7C4D8, func 0F4117D0
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   2.06200] opening peixe.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   2.06269] opening peixe.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.06319] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.06430] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.06587] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.06605] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.06617] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.06629] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.06640] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.06650] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.06661] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   2.06671] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   2.06681] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   2.06691] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   2.06703] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   2.06834] added dtor for bitmap 02E7C680, func 0F4117D0
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   2.06992] opening coffee_sprite_v1.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   2.07052] opening coffee_sprite_v1.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.07090] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.07110] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.07125] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.07139] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.07153] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.07166] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.07180] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.07193] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.07206] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   2.07219] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   2.07233] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   2.07247] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   2.07260] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   2.07366] added dtor for bitmap 02E7C828, func 0F4117D0
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   2.07710] opening game_over_v5.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   2.07772] opening game_over_v5.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.07813] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.07863] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.07888] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.07901] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.07923] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.07940] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.07955] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.07971] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.07986] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   2.08000] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   2.08016] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   2.08032] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   2.08046] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   2.08189] added dtor for bitmap 02E7C9D0, func 0F4117D0
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   2.09455] opening vitoria.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   2.09502] opening vitoria.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.09538] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.09579] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.09623] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.09666] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.09711] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.09755] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.09793] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.09809] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.09856] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   2.09909] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   2.09949] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   2.09991] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   2.10027] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   2.10280] added dtor for bitmap 02E7CB78, func 0F4117D0
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   2.11602] opening game_menu_v6.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   2.11660] opening game_menu_v6.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.11762] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.11832] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.12464] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.12486] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.12504] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.12519] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.12534] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.12570] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.12581] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   2.12592] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   2.12604] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   2.12613] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   2.12623] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   2.13109] added dtor for bitmap 02E7CD20, func 0F4117D0
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   2.32288] opening instrucoes_v2.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   2.32350] opening instrucoes_v2.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.32444] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.32533] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.32562] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.32580] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.32596] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.32608] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.32618] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.32629] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.32639] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   2.32649] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   2.32659] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   2.32669] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   2.32679] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   2.34446] added dtor for bitmap 02E7CEC8, func 0F4117D0
dtor     D               dtor.c:196  _al_register_destructor          [   2.49484] added dtor for queue 02E7A970, func 0F41170D
dtor     D               dtor.c:196  _al_register_destructor          [   2.49526] added dtor for timer 0053E128, func 0F41196F
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   2.55232] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   2.55529] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   2.58859] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   2.59367] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   2.60119] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   2.60273] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   2.60346] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   2.60447] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   2.60643] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   2.60825] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   2.60932] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   2.61877] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   2.63937] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   2.63977] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   2.64088] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   2.64454] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   2.64618] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   2.64656] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   2.64956] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   2.65519] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   2.66313] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   2.66420] _al_d3d_sync_bitmap (video) ref count == 1
d3d      I         d3d_disp.cpp:915  d3d_destroy_display              [   5.76739] destroying display 0051F188 (current 00000000)
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [   5.76830] converting display bitmap 02E7CEC8 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [   5.77208] added dtor for bitmap 02E7D070, func 0F4117D0
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   5.77236] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   5.77247] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [   5.78040] removed dtor for bitmap 02E7D070
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [   5.78323] converting display bitmap 02E7CD20 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [   5.78640] added dtor for bitmap 02E7D070, func 0F4117D0
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   5.78661] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   5.78673] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [   5.79446] removed dtor for bitmap 02E7D070
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [   5.79722] converting display bitmap 02E7CB78 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [   5.79793] added dtor for bitmap 02E7D070, func 0F4117D0
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   5.79811] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   5.79824] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [   5.79967] removed dtor for bitmap 02E7D070
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [   5.80019] converting display bitmap 02E7C9D0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [   5.80084] added dtor for bitmap 02E7D070, func 0F4117D0
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   5.80096] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   5.80109] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [   5.80249] removed dtor for bitmap 02E7D070
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [   5.80305] converting display bitmap 02E7C828 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [   5.80326] added dtor for bitmap 02E7D070, func 0F4117D0
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   5.80338] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   5.80348] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [   5.80394] removed dtor for bitmap 02E7D070
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [   5.80410] converting display bitmap 02E7C680 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [   5.80424] added dtor for bitmap 02E7D070, func 0F4117D0
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   5.80439] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   5.80449] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [   5.80483] removed dtor for bitmap 02E7D070
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [   5.80502] converting display bitmap 02E7C4D8 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [   5.80515] added dtor for bitmap 02E7D070, func 0F4117D0
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   5.80526] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   5.80539] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [   5.80569] removed dtor for bitmap 02E7D070
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [   5.80581] converting display bitmap 02E7BFE0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [   5.80592] added dtor for bitmap 02E7D070, func 0F4117D0
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   5.80603] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   5.80613] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [   5.80646] removed dtor for bitmap 02E7D070
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [   5.80661] converting display bitmap 02E7C330 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [   5.80676] added dtor for bitmap 02E7D070, func 0F4117D0
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   5.80688] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   5.80698] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [   5.80741] removed dtor for bitmap 02E7D070
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [   5.80757] converting display bitmap 02E7C188 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [   5.80942] added dtor for bitmap 02E7D070, func 0F4117D0
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   5.80956] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   5.80967] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [   5.81353] removed dtor for bitmap 02E7D070
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [   5.81509] converting display bitmap 02E7BE38 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [   5.81829] added dtor for bitmap 02E7D070, func 0F4117D0
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   5.81845] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   5.81855] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [   5.82589] removed dtor for bitmap 02E7D070
d3d      D         d3d_disp.cpp:899  d3d_destroy_display_internals    [   5.82857] waiting for display 0051F188's thread to end
d3d      W         d3d_disp.cpp:608  d3d_destroy_device               [   5.83483] d3d_destroy_device: ref count not 0
d3d      I         d3d_disp.cpp:1562 d3d_display_thread_proc          [   5.85708] d3d display thread exits
dtor     D               dtor.c:227  _al_unregister_destructor        [   5.85798] removed dtor for bitmap 02E7BE38
dtor     D               dtor.c:227  _al_unregister_destructor        [   5.85976] removed dtor for bitmap 02E7C188
dtor     D               dtor.c:227  _al_unregister_destructor        [   5.86199] removed dtor for bitmap 02E7C330
dtor     D               dtor.c:227  _al_unregister_destructor        [   5.86251] removed dtor for bitmap 02E7C4D8
dtor     D               dtor.c:227  _al_unregister_destructor        [   5.86328] removed dtor for bitmap 02E7C680
dtor     D               dtor.c:227  _al_unregister_destructor        [   5.86373] removed dtor for bitmap 02E7C828
dtor     D               dtor.c:227  _al_unregister_destructor        [   5.86401] removed dtor for queue 02E7A970
dtor     D               dtor.c:227  _al_unregister_destructor        [   5.86421] removed dtor for timer 0053E128
dtor     D               dtor.c:227  _al_unregister_destructor        [   5.86459] removed dtor for ttf_font 02D0AD50
dtor     D               dtor.c:227  _al_unregister_destructor        [   5.86488] removed dtor for sample 02DFB058
dtor     D               dtor.c:227  _al_unregister_destructor        [   5.86505] removed dtor for sample_instance 02DF3520
dtor     D               dtor.c:227  _al_unregister_destructor        [   5.86520] removed dtor for sample 02DFB1C0
dtor     D               dtor.c:227  _al_unregister_destructor        [   5.86536] removed dtor for sample_instance 02DF3408
dtor     D               dtor.c:227  _al_unregister_destructor        [   5.86548] removed dtor for sample 02DFB0A0
dtor     D               dtor.c:227  _al_unregister_destructor        [   5.86566] removed dtor for sample_instance 02DF32F0
dtor     D               dtor.c:227  _al_unregister_destructor        [   5.86575] removed dtor for sample 02DFAF80
dtor     D               dtor.c:227  _al_unregister_destructor        [   5.87467] removed dtor for sample_instance 02DF30C0
dtor     D               dtor.c:227  _al_unregister_destructor        [   5.87518] removed dtor for sample 02DFAF38
dtor     D               dtor.c:227  _al_unregister_destructor        [   5.87902] removed dtor for sample_instance 02E5CE08
dtor     D               dtor.c:116  _al_run_destructors              [   5.88176] calling dtor for bitmap 02E7CEC8, func 0F4117D0
dtor     D               dtor.c:227  _al_unregister_destructor        [   5.88215] removed dtor for bitmap 02E7CEC8
dtor     D               dtor.c:116  _al_run_destructors              [   5.88485] calling dtor for bitmap 02E7CD20, func 0F4117D0
dtor     D               dtor.c:227  _al_unregister_destructor        [   5.88518] removed dtor for bitmap 02E7CD20
dtor     D               dtor.c:116  _al_run_destructors              [   5.88728] calling dtor for bitmap 02E7CB78, func 0F4117D0
dtor     D               dtor.c:227  _al_unregister_destructor        [   5.88780] removed dtor for bitmap 02E7CB78
dtor     D               dtor.c:116  _al_run_destructors              [   5.88989] calling dtor for bitmap 02E7C9D0, func 0F4117D0
dtor     D               dtor.c:227  _al_unregister_destructor        [   5.89041] removed dtor for bitmap 02E7C9D0
dtor     D               dtor.c:116  _al_run_destructors              [   5.89141] calling dtor for bitmap 02E7BFE0, func 0F4117D0
dtor     D               dtor.c:227  _al_unregister_destructor        [   5.89499] removed dtor for bitmap 02E7BFE0
dtor     D               dtor.c:227  _al_unregister_destructor        [   5.89565] removed dtor for sample_instance 02E28020
dtor     D               dtor.c:227  _al_unregister_destructor        [   5.89610] removed dtor for sample_instance 02E36858
dtor     D               dtor.c:227  _al_unregister_destructor        [   5.89646] removed dtor for sample_instance 02E45BE8
dtor     D               dtor.c:227  _al_unregister_destructor        [   5.89991] removed dtor for sample_instance 02E45DC8
dtor     D               dtor.c:227  _al_unregister_destructor        [   5.90153] removed dtor for sample_instance 02E59338
dtor     D               dtor.c:227  _al_unregister_destructor        [   5.90189] removed dtor for sample_instance 02E59830
dtor     D               dtor.c:227  _al_unregister_destructor        [   5.90204] removed dtor for sample_instance 02E59518
dtor     D               dtor.c:227  _al_unregister_destructor        [   5.90219] removed dtor for sample_instance 02E59628
dtor     D               dtor.c:227  _al_unregister_destructor        [   5.90241] removed dtor for sample_instance 02E59B10
dtor     D               dtor.c:227  _al_unregister_destructor        [   5.90260] removed dtor for sample_instance 02E59DA0
dtor     D               dtor.c:227  _al_unregister_destructor        [   5.90288] removed dtor for mixer 02D0D1F0
audio-dsound D           dsound.cpp:528  _dsound_stop_voice               [   5.90301] Stopping voice
audio-dsound D           dsound.cpp:545  _dsound_stop_voice               [   5.90350] Joining thread
audio-dsound D           dsound.cpp:551  _dsound_stop_voice               [   5.94120] Joined thread
audio-dsound D           dsound.cpp:553  _dsound_stop_voice               [   5.94162] Destroying thread
audio-dsound D           dsound.cpp:555  _dsound_stop_voice               [   5.94179] Thread destroyed
audio-dsound D           dsound.cpp:562  _dsound_stop_voice               [   5.94204] Releasing buffer
audio-dsound I           dsound.cpp:566  _dsound_stop_voice               [   5.94228] Voice stopped
dtor     D               dtor.c:227  _al_unregister_destructor        [   5.94246] removed dtor for voice 02DF5120
audio-dsound D           dsound.cpp:380  _dsound_deallocate_voice         [   5.94256] Deallocating voice
audio-dsound D           dsound.cpp:385  _dsound_deallocate_voice         [   5.94266] Deallocated voice
audio-dsound D           dsound.cpp:296  _dsound_close                    [   5.94280] Releasing device
audio-dsound D           dsound.cpp:298  _dsound_close                    [   5.99039] Released device
audio-dsound I           dsound.cpp:299  _dsound_close                    [   5.99077] DirectSound closed
